3.445000000000000000e+02,3.105000000000000000e+02
3.320000000000000000e+02,3.120000000000000000e+02
1.101666666666666714e+02,3.168333333333333144e+02
2.110000000000000000e+02,3.165000000000000000e+02
6.400000000000000000e+02,3.225000000000000000e+02
6.580000000000000000e+02,3.225000000000000000e+02
2.355000000000000000e+02,3.275000000000000000e+02
3.495000000000000000e+02,3.285000000000000000e+02
4.007142857142857224e+02,3.305000000000000000e+02
1.920000000000000000e+02,3.320000000000000000e+02
3.230000000000000000e+02,3.330000000000000000e+02
1.135000000000000000e+02,3.350000000000000000e+02
1.920000000000000000e+02,3.360000000000000000e+02
5.612857142857143344e+02,3.420000000000000000e+02
3.905000000000000000e+02,3.420000000000000000e+02
4.405000000000000000e+02,3.440000000000000000e+02
3.200000000000000000e+02,3.500000000000000000e+02
4.520000000000000000e+02,3.552857142857142776e+02
4.910000000000000000e+02,3.560000000000000000e+02
1.450000000000000000e+02,3.585000000000000000e+02
5.500000000000000000e+01,3.610000000000000000e+02
4.460000000000000000e+02,3.615000000000000000e+02
6.390000000000000000e+02,3.600000000000000000e+02
4.240000000000000000e+02,3.635000000000000000e+02
5.416666666666666288e+02,3.646666666666666856e+02
4.178750000000000000e+02,3.671250000000000000e+02
4.150000000000000000e+02,3.705000000000000000e+02
5.330000000000000000e+02,3.710000000000000000e+02
2.450000000000000000e+02,3.755000000000000000e+02
9.500000000000000000e+00,3.770000000000000000e+02
6.860000000000000000e+02,3.780000000000000000e+02
6.750000000000000000e+02,3.880000000000000000e+02
3.150000000000000000e+02,3.910000000000000000e+02
2.380000000000000000e+02,3.945000000000000000e+02
3.375000000000000000e+02,3.950000000000000000e+02
4.960000000000000000e+02,3.940000000000000000e+02
5.375000000000000000e+02,3.950000000000000000e+02
1.130000000000000000e+02,3.970000000000000000e+02
4.840000000000000000e+02,4.010000000000000000e+02
2.580000000000000000e+02,4.030000000000000000e+02
4.506666666666666856e+02,4.026666666666666856e+02
6.460000000000000000e+02,4.025000000000000000e+02
4.550000000000000000e+02,4.050000000000000000e+02
4.260000000000000000e+02,4.065000000000000000e+02
2.650000000000000000e+02,4.120000000000000000e+02
3.095000000000000000e+02,4.135000000000000000e+02
2.450000000000000000e+02,4.190000000000000000e+02
2.175000000000000000e+02,4.250000000000000000e+02
4.250000000000000000e+02,4.260000000000000000e+02
6.270000000000000000e+02,4.280000000000000000e+02
1.385000000000000000e+02,4.310000000000000000e+02
3.568333333333333144e+02,4.341666666666666856e+02
3.776000000000000227e+02,4.341999999999999886e+02
3.195000000000000000e+02,4.425000000000000000e+02
3.230000000000000000e+02,4.435000000000000000e+02
3.600000000000000000e+02,4.442857142857142776e+02
4.450000000000000000e+02,4.430000000000000000e+02
4.380000000000000000e+02,4.480000000000000000e+02
2.020000000000000000e+02,4.545000000000000000e+02
2.080000000000000000e+02,4.600000000000000000e+02
3.500000000000000000e+01,4.620000000000000000e+02
2.797500000000000000e+02,4.630000000000000000e+02
4.625000000000000000e+02,4.640000000000000000e+02
6.755000000000000000e+02,4.650000000000000000e+02
