3.495255115032627486e+02,2.329999417090298834e+02
1.900000000000000000e+02,4.500000000000000000e+00
8.950000000000000000e+01,9.500000000000000000e+00
1.666666666666666785e+01,1.066666666666666607e+01
5.335000000000000000e+02,1.150000000000000000e+01
1.900000000000000000e+02,1.850000000000000000e+01
1.770000000000000000e+02,2.200000000000000000e+01
5.350000000000000000e+02,2.300000000000000000e+01
5.605000000000000000e+02,2.250000000000000000e+01
4.950000000000000000e+02,2.400000000000000000e+01
2.880000000000000000e+02,2.700000000000000000e+01
4.210000000000000000e+02,2.900000000000000000e+01
2.071666666666666572e+02,3.116666666666666785e+01
3.887500000000000000e+02,3.300000000000000000e+01
1.040000000000000000e+02,3.900000000000000000e+01
6.630000000000000000e+02,4.100000000000000000e+01
6.400000000000000000e+01,4.750000000000000000e+01
1.590000000000000000e+02,4.800000000000000000e+01
2.645000000000000000e+02,5.600000000000000000e+01
2.034000000000000057e+02,5.979999999999999716e+01
6.195000000000000000e+02,6.950000000000000000e+01
4.145000000000000000e+02,7.500000000000000000e+01
6.985000000000000000e+02,7.450000000000000000e+01
1.800000000000000000e+01,7.800000000000000000e+01
6.583333333333333712e+02,7.766666666666667140e+01
3.285000000000000000e+02,7.800000000000000000e+01
4.840000000000000000e+02,7.800000000000000000e+01
2.860000000000000000e+02,8.350000000000000000e+01
4.926000000000000227e+02,8.620000000000000284e+01
1.441250000000000000e+02,9.987500000000000000e+01
1.660000000000000000e+02,1.030000000000000000e+02
2.050000000000000000e+02,1.030000000000000000e+02
4.065000000000000000e+02,1.040000000000000000e+02
4.550000000000000000e+02,1.070000000000000000e+02
2.200000000000000000e+01,1.125000000000000000e+02
4.475000000000000000e+02,1.140000000000000000e+02
4.756666666666666856e+02,1.126666666666666714e+02
5.705000000000000000e+02,1.165000000000000000e+02
2.520000000000000000e+02,1.190000000000000000e+02
6.513333333333333712e+02,1.183333333333333286e+02
4.700000000000000000e+01,1.230000000000000000e+02
2.860000000000000000e+02,1.220000000000000000e+02
3.015000000000000000e+02,1.235000000000000000e+02
5.665000000000000000e+02,1.255000000000000000e+02
6.275000000000000000e+02,1.265000000000000000e+02
6.620000000000000000e+02,1.287142857142857224e+02
3.205000000000000000e+02,1.345000000000000000e+02
3.770000000000000000e+02,1.395000000000000000e+02
3.875000000000000000e+02,1.450000000000000000e+02
2.435000000000000000e+02,1.470000000000000000e+02
2.190000000000000000e+02,1.530000000000000000e+02
4.340000000000000000e+02,1.520000000000000000e+02
1.217142857142857082e+02,1.550000000000000000e+02
4.595000000000000000e+02,1.555000000000000000e+02
5.050000000000000000e+02,1.540000000000000000e+02
1.760000000000000000e+02,1.560000000000000000e+02
4.385000000000000000e+02,1.600000000000000000e+02
1.096666666666666714e+02,1.636666666666666572e+02
4.787500000000000000e+01,1.731250000000000000e+02
5.736666666666666288e+02,1.726666666666666572e+02
4.230000000000000000e+02,1.750000000000000000e+02
4.355000000000000000e+02,1.745000000000000000e+02
4.900000000000000000e+02,1.772857142857142776e+02
2.000000000000000000e+01,1.840000000000000000e+02
1.646666666666666572e+02,1.926666666666666572e+02
5.050000000000000000e+02,1.940000000000000000e+02
2.740000000000000000e+02,2.010000000000000000e+02
5.935000000000000000e+02,2.055000000000000000e+02
3.287103004291845423e+02,2.241523605150214564e+02
6.633333333333333712e+02,2.143333333333333428e+02
4.060000000000000000e+02,2.195000000000000000e+02
5.620000000000000000e+02,2.200000000000000000e+02
6.800000000000000000e+02,2.280000000000000000e+02
1.165000000000000000e+02,2.325000000000000000e+02
1.350000000000000000e+02,2.340000000000000000e+02
4.145000000000000000e+02,2.360000000000000000e+02
2.985000000000000000e+02,2.395000000000000000e+02
2.845000000000000000e+02,2.400000000000000000e+02
6.080000000000000000e+02,2.400000000000000000e+02
2.740000000000000000e+02,2.420000000000000000e+02
2.576000000000000227e+02,2.448000000000000114e+02
1.745000000000000000e+02,2.515000000000000000e+02
2.810000000000000000e+02,2.550000000000000000e+02
3.715000000000000000e+02,2.560000000000000000e+02
3.896666666666666856e+02,2.566666666666666856e+02
5.150000000000000000e+02,2.670000000000000000e+02
6.900000000000000000e+01,2.700000000000000000e+02
2.650000000000000000e+02,2.685000000000000000e+02
4.216666666666666856e+02,2.693333333333333144e+02
4.925000000000000000e+02,2.715000000000000000e+02
2.560000000000000000e+02,2.850000000000000000e+02
3.920000000000000000e+02,2.870000000000000000e+02
2.645000000000000000e+02,2.885000000000000000e+02
4.706666666666666856e+02,2.893333333333333144e+02
2.250000000000000000e+02,2.932857142857142776e+02
3.766666666666666856e+02,2.956666666666666856e+02
6.120000000000000000e+02,2.945000000000000000e+02
1.130000000000000000e+02,2.960000000000000000e+02
2.377500000000000000e+02,2.992500000000000000e+02
4.310000000000000000e+02,3.015000000000000000e+02
2.460000000000000000e+02,3.025000000000000000e+02
6.660000000000000000e+02,3.020000000000000000e+02
5.733333333333333712e+02,3.053333333333333144e+02
4.768333333333333144e+02,3.088333333333333144e+02
